Page ID,Page Name,Disclaimer,Amount Spent (MXN),Number of Ads in Library
875716555854322,Loreto Al Dia,Pedro Arnoldo Sotelo Davis,309,4
146854998658908,Metropolitano Aguascalientes,These ads ran without a disclaimer,309,2
105520311349480,Soy Warrior,Soy Warrior A.C.,308,1
126905561321517,Empresarios con México,These ads ran without a disclaimer,308,2
255087598160063,Radio 13 Digital,These ads ran without a disclaimer,308,4
249051075921281,Judith Sánchez,These ads ran without a disclaimer,308,1
1427227110883812,Periódico Razacero,These ads ran without a disclaimer,307,1
105495104426153,Corona News,These ads ran without a disclaimer,307,1
359279754116464,Carolina Viggiano,These ads ran without a disclaimer,307,3
114496380274413,Napoleón Anaya Martínez,These ads ran without a disclaimer,307,3
246968522486036,Astratto Espejos finos,These ads ran without a disclaimer,307,2
102675981493443,San Angel Braford,These ads ran without a disclaimer,307,1
1472369169734350,Maria Helada,These ads ran without a disclaimer,307,1
106662081218064,Manuel Morteo Verdejo,Jose Arturo Zamorano Morales,307,2
732391723569273,Jaime Escamilla,Juan Jaime Escamilla Adame,307,2
1924487951212635,Ayuntamiento de Moloacán,Mariano García Ramírez,307,6
529737141158713,José Alejandro Reyna aguilar,Alejandro Reyna Aguilar,307,2
110998340649194,Jaime Gallo Camacho,These ads ran without a disclaimer,306,1
307214659617108,Hugo González,These ads ran without a disclaimer,306,2
1697388093826313,Cori tax and legal,These ads ran without a disclaimer,306,2
2492946340929731,Teresita Herrera,These ads ran without a disclaimer,306,2
311351895733455,Unitips MX,These ads ran without a disclaimer,306,1
451876715595564,Consejo Agroalimentario de Nayarit,These ads ran without a disclaimer,305,2
0,Marketplace Seller 2017768777,These ads ran without a disclaimer,305,5
260371884387652,Ingrid Rosas,Ingrid Margarita Rosas Pantoja,305,4
106542837895014,Buenas acciones México,Jorge Alan Santelices Magaña,305,1
111202433770726,huamantla.TV,Jose Maria Mendez Salgado,305,4
193273334047171,Coyote Harley-Davidson,These ads ran without a disclaimer,304,1
1576004045967288,Al Instante SLP,These ads ran without a disclaimer,304,1
116647689748289,Deforma Zacatecas,Yuridia Cervantes Del Angel,303,3
106397987870571,Andres Espinosa Galvan,These ads ran without a disclaimer,303,2
107562817776450,Li&Ve Inmuebles,Jesica Valdez,303,2
106511011042746,Alejandro Puerto,These ads ran without a disclaimer,303,3
107885350996741,Brujo Mayor Naran Quizani,These ads ran without a disclaimer,303,1
209969023033342,Eric Cisneros Burgos,These ads ran without a disclaimer,303,3
115801300218740,Faile Union,These ads ran without a disclaimer,302,2
105190707884953,ecabrero,These ads ran without a disclaimer,302,3
388070251389421,Hiram Torres,These ads ran without a disclaimer,302,2
365131753983556,Cora Pinedo Alonso,These ads ran without a disclaimer,302,1
187555948104509,Despertando éxitos,Ricardo Adalberto Vázquez Sarmiento,302,3
1692643974305322,Fabiola Alanís Sámano,These ads ran without a disclaimer,302,2
100881601657674,Profesor Mario Kato,Mario Eduardo Rodríguez Kato,301,4
104633814690299,TU CASA Residencial,These ads ran without a disclaimer,301,1
335249544076037,Jesús Alejandro Ruiz Uribe,Ezequiel Gutierrez Heredia,301,7
307627796421247,Christopher Alva Bautista,Christopher Antonio Alva Bautista,301,3
549342945531961,Adriana Delgado Ruiz,These ads ran without a disclaimer,301,2
106878191126872,Paulina Monreal Castillo,María De Lourdes Monreal Castillo,300,1
232036430815582,Montserrat Serna,These ads ran without a disclaimer,300,1
682340525543916,Socios X la Transparencia,Joslus Torres,300,1
131180550912597,Mau Coronado,These ads ran without a disclaimer,300,1
392598041271238,Instituto Iceberg,These ads ran without a disclaimer,300,1
103135761322214,Nissan Nissauto,These ads ran without a disclaimer,300,1
320751901872260,Miriam Soto,Miriam Soto,300,1
484876581685206,"Gobierno de Emiliano Zapata, Morelos",Jose Angel Vallarta Aguilar,300,1
1257079304357207,Cremeria Los PINOS,These ads ran without a disclaimer,300,1
105118431078092,Semillero de Liderazgo Juvenil,Semillero de Liderazgo Juvenil,300,3
592543167574677,Alfredo Vazquez Castaños,Pedro Antonio Silerio Dominguez,300,2
723630334358206,Nuestras Noticias Tampico,Jesús Moises Pérez Calvo,300,1
151924162143911,Luly Valle,Luly Valle,300,1
1502097416679518,Kolimote Tv,Marcelino Liñán Orozco,300,3
102240341466854,Reporte Oriente,Grupo Metropolitano Noticias,300,1
1524562054451857,Enrique Godinez,Enrique Godínez,300,2
895622657300648,Iván de Santiago,Ivan De Santiago Beltran,300,1
111843790253358,Claudia Jaime,Marvin Arce,300,2
1959246864149700,Marco Vinicio,Hugo César Muñoz Durán,300,1
100438011455895,Alejandro Oaxaca Carreón,Alejandro Oaxaca Carreón,300,4
693392867525933,Unión de Acopio Tulancingo Hidalgo Oficial,Rigoberto Acosta Ordaz,300,1
106012084299745,Carlos Sadat Castro - Química Social BCS,Carlos Sadat Castro Garcia,300,2
315913805136437,Colegio Mexicano de Abogados Posgraduados A.C.,These ads ran without a disclaimer,300,1
100994105170450,Consulta Jurídica MX,Roberto Nava,300,1
103666644597493,Barbarte Haircuts & Shaves,These ads ran without a disclaimer,300,1
102703903105612,Porcicultura.com,Porcicultura.com,300,2
200253937220848,Naucalpan Azul,Maria José Vielmann,300,1
113025307024289,Consejo de Desarrollo Humano de Santa Cruz Tlaxcala,Ernesto Lopez Guerrero,300,1
109931807118255,Ecopulso,Luis Miguel Ek Martín,300,2
644465955675175,Raúl Vargas López,Alonso Jiménez Vargas,300,2
102073434626418,SER Noticias,SER Noticias,300,1
1046273362230536,Derecho Privado Oficial,These ads ran without a disclaimer,300,1
818429811506732,"Apostillas, Traducciones y Trámites",These ads ran without a disclaimer,300,1
109541604155328,Israel Hernández,These ads ran without a disclaimer,300,1
107452584467601,,Emiliano Villatoro Alcázar,300,3
108480290741574,Central Política,Rubén Acosta Bustillos,300,1
999724986720616,Martha Cabrera,Enrique Radames Del Valle Mariscal,300,1
100266411904108,Testigo Minero,Yuridiana De La Cruz Perez,300,4
106904514310834,Exana,Alexis Reynaga,300,1
103250151466630,Mahuel,These ads ran without a disclaimer,300,2
182448768572727,Revista Comentarios,Marco Antonio Diaz Ruiz,300,1
783238905155407,Ecos del Estado,Raúl Garrido Ortiz,300,1
112541446856920,Zulma Espinoza Mata,Zulma Espinoza Mata,300,1
496228133913465,"Centro Mexicano Pro Bono, A.C.",Centro Mexicano Pro Bono AC,300,1
1550943035234806,Beatriz Manrique,These ads ran without a disclaimer,300,1
123978441568666,Samuel Fonseca,Samuel Uriel Fonseca Martínez,300,1
1698885063694002,María Gómez,These ads ran without a disclaimer,300,1
387604781112,Colegio Jurista,These ads ran without a disclaimer,300,2
197215560699571,Quintana Roo no olvida,QRooNoOlvida,300,2
797639793933809,Luis Palacios Vives,These ads ran without a disclaimer,300,1
180335825326265,Puebla En Red,MKT Consulting,300,1
2573462326214447,R E I N O,These ads ran without a disclaimer,300,1
102136271642953,Calabazo El Morenazo,Osiel Vazquez Luna,300,1
101248421323177,Paco Hernández,These ads ran without a disclaimer,300,1
108934490859601,Alfa Domínguez,Javier Fuentes,300,1
103159168193334,Miguel Angel Abadia Vazquez,Miguel Angel Abadia Vazquez,300,4
192415620892940,Fermín Ordóñez,These ads ran without a disclaimer,300,1
105849474608803,Concejo Municipal Interino Zacualtipán de Ángeles,These ads ran without a disclaimer,300,3
112433943560311,Dr. Manuel Joya,Manuel De Jesus Joya Peña,300,1
1513976388890486,Arabela García Noticias,Sergio Emiliano Gonzalez Garcia,300,3
1349344925082385,Política en Corto,Jose Alam Chavez Jacobo,300,1
1029735297200938,Municipio de Hidalgo,These ads ran without a disclaimer,300,1
437718827052186,Liga Tepeapulquense del Altiplano,Saul Montaño Jarillo,300,1
113770300323362,JYA,These ads ran without a disclaimer,300,1
106040550999794,Nosotros Con México,Media Vial,300,1
105419564404253,SCM Servicios y construcciones del Mayo,These ads ran without a disclaimer,300,1
1837572443152389,Ing. Isaac Pimentel Mejia,MEVO Films,300,1
100804411554500,Noticias Guerrero Hoy,Saul Campos,300,1
192693601460059,Rocio Sarmiento,Marco Antonio Rodríguez Rivera,300,3
103084528155288,Lo que no sabías del Dragón,These ads ran without a disclaimer,300,2
937181549628425,Rafa Montalvo,These ads ran without a disclaimer,300,1
110488377461759,Ramón León López,Ramón León López,300,1
125051000863077,El Punto Sobre La i,Armando Batun Castañeda,300,2
1721932264702546,TL Noticias,Pulso Media,300,2
313309249142433,Ahora Atlixco,David Ernesto Alvarado Mergen,300,3
384722918789513,Alan Rivera,These ads ran without a disclaimer,300,1
111844027318327,José Mario Hernández Hernández,Jose Mario Hernandez Hernandez,300,2
103897761243801,Nissan Nissauto,These ads ran without a disclaimer,299,1
113037116991463,Flavio Sánchez Rivera,These ads ran without a disclaimer,299,2
621021925218478,diglezkitchens,These ads ran without a disclaimer,299,2
100776805107159,Diálogos con Lilia Ortiz,Sergio Fabián Delgado Ramírez,299,2
648633655321436,Othón Cuevas,These ads ran without a disclaimer,299,2
696869787113329,Tequila Tierra Noble,These ads ran without a disclaimer,299,1
158048927874729,Morena Fco. I. Madero,Huber Sanchez Reyna,299,6
101257894885905,INFO7 MTY,These ads ran without a disclaimer,298,1
102459244960041,AYPE Noticias,These ads ran without a disclaimer,298,2
100482835117804,Macario Barraza,These ads ran without a disclaimer,298,1
100984235041411,Las Noticias Falsas de Montemorelos,These ads ran without a disclaimer,298,1
727856783979247,Esteban Barajas,These ads ran without a disclaimer,297,1
2049980185311145,Wings Army Pueblo Nuevo,These ads ran without a disclaimer,297,1
101050138122273,Oposi-Thores,These ads ran without a disclaimer,297,4
438804272981133,Lo mejor de Tamaulipas,Lo mejor de Tamaulipas,297,3
100503795143436,Morena  Infinito,These ads ran without a disclaimer,297,1
574818196238596,Opinión Neutral,José Regino Infante,297,3
113556407115417,Al Blanco Noticias,Maria Magdalena Garcia Encarnacion,297,2
1023595997657672,Lupita Covarrubias,These ads ran without a disclaimer,297,9
1619654734925153,Oscar Alarcón Santos,Oscar Alarcon Santos,296,5
103658674784494,Opinion Politica,Cesar Josue Escobar Briones,296,2
110425167456385,Luis Uscanga Promotor de préstamos,These ads ran without a disclaimer,296,1
1151313621547002,Victoriano Wences Real,These ads ran without a disclaimer,296,2
1334134476597143,La inoportuna muerte del presidente,These ads ran without a disclaimer,296,2
103059974648299,Octavio Pineda,Octavio Guillermo Pineda Oettler,296,5
369837020063921,El Muchacho Alegre Tijuana,These ads ran without a disclaimer,296,1
142523062810920,Gaby Bernal Reséndiz,These ads ran without a disclaimer,295,1
382601369039858,Sistema Electoral MX,Andres Montiel Solis,295,2
100653081316692,Cescijuc Chihuahua,These ads ran without a disclaimer,295,3
622512701710538,Cero Corrupción,These ads ran without a disclaimer,295,1
225307970820986,Revista Equidad,These ads ran without a disclaimer,295,2
2172702532752572,LIBRE Tránsito Sonora,These ads ran without a disclaimer,294,1
112510480244189,Aurech - Asociacion de Usuarios de Riego del Estado de Chihuahua,These ads ran without a disclaimer,294,2
101494741766547,Juan Carlos Salazar Soberanis,These ads ran without a disclaimer,294,2
1624738130963911,Yo Soy Orgánico,These ads ran without a disclaimer,293,2
422523328603808,Café con leche,Café con leche,292,1
579553585489694,Luis Guillermo Digital,Luis Guillermo Digital,292,2
1102478199906784,Christian Gutiérrez,These ads ran without a disclaimer,292,2
247775885648262,Víctor Lagunas Peñaloza,These ads ran without a disclaimer,291,2
546545148869598,Luis Sergio Venegas,Luis Sergio Venegas,290,4
302684953270704,Iván Pérez Negrón Ruiz,These ads ran without a disclaimer,290,1
100736928337707,Speaking Coaching Community,These ads ran without a disclaimer,290,3
104178858174543,Jesús Alberto "Chino" Melendrez,These ads ran without a disclaimer,290,2
462460250474093,Sergio Torres Félix,These ads ran without a disclaimer,290,3
139207316696429,Juan De Dios Estrada,These ads ran without a disclaimer,290,2
119157583218088,Masias Menera,Revolución Social Independiente - Masias Menera,290,3
194268707047,AMAPSI. Asociación Mexicana de Alternativas en Psicología,These ads ran without a disclaimer,290,1
212833630159498,Daniel Vázquez,These ads ran without a disclaimer,289,1
1624617064419488,Miguel Camarena Salud,These ads ran without a disclaimer,289,2
0,Instagram User 6847309201,These ads ran without a disclaimer,289,22
108406787264243,Cea Talento,Miriam Romero Duran,288,4
100404058397810,Movimiento Ciudadano Amatitan,Manuel Delgado Rosales,288,4
160711278083143,Toño Carreño Sosa,Antonio Tzilacatzin Carreño Sosa,287,2
109199567378148,Fundación VIVE A.C.,These ads ran without a disclaimer,286,1
1383511811871311,UNICI,These ads ran without a disclaimer,286,1
485484195524818,SS Consulting Bajío,These ads ran without a disclaimer,286,1
105721114396092,Alejandro Sierra,Alejandro Enrique Sierra Morales,285,4
321163967962985,Emilio Salazar,These ads ran without a disclaimer,285,1
107208551077842,LVP Liga Virtual Pro XBOX,These ads ran without a disclaimer,285,1
102720654851500,César Morales Oyarvide,César Morales Oyarvide,285,7
1574626309305847,Indetux Deportes,Ayuntamiento Tuxtla Gutiérrez,285,4
112442693942954,Samuel Castañeda Vallejo,Chris Jesus Centeno Sandoval,285,2
102233231650231,Cesar Zuñiga Casillas,Cesar Zuñiga Casillas,284,3
1528648563843990,Libertad de Informar,Beatriz Rosario Guillen Soto,284,2
100651065098530,Jaime Antonio Gutiérrez de simone,Gloria Leticia Chong Moncada,283,4
453664061486398,Despacho Juridico Sepulveda,These ads ran without a disclaimer,283,2
113678270363298,Arturo "El Gallo" González,Baja California No Se Deja,283,2
352418132263287,Siete Siete,These ads ran without a disclaimer,283,3
275732486239135,Rafa H Ortiz,These ads ran without a disclaimer,282,2
478936105536308,Política Neta,Héctor Ramón Estrada Avelar,282,2
632923340673393,Alejandro Jara Soria,These ads ran without a disclaimer,282,2
568540896511301,Gangster Report,These ads ran without a disclaimer,282,1
1846980698871515,Bash Road Tour MX,These ads ran without a disclaimer,282,1
586103182083296,Apoyemos a Layda,These ads ran without a disclaimer,282,1
111016410716584,thedailypicksteam,These ads ran without a disclaimer,282,4
1770991923195896,UNIDOS,Partido UNIDOS,282,2
102269498348522,Perfect3dgift.store,These ads ran without a disclaimer,282,1
109035770916003,True Underdog,These ads ran without a disclaimer,282,1
748658751890831,Remedios Pulido,Maria Remedios Pulido Torres,282,2
374890996302488,Chucho Nader,These ads ran without a disclaimer,281,1
1648722855377911,Al Instante Bajío,These ads ran without a disclaimer,281,13
103840671468716,Armando Rios,These ads ran without a disclaimer,280,1
2086013078308297,Norberto Ortega,Monica Lara Pineda,280,2
2103414666618464,Lizeth Noriega,Luis Alberto Cañez Zamano,280,3
114507963638526,Jóvenes Reconstruyendo Tlaxiaca,Sttefy Campa Cornejo,280,1
0,Marketplace Seller 5955134634,These ads ran without a disclaimer,280,4
100109301351506,Poblanía,Poblanía,279,4
291981458136840,CCE Estado de México,These ads ran without a disclaimer,279,1
448794562190448,CEyT BECAS PARA TODOS,These ads ran without a disclaimer,279,1
111805490503378,Insedu Educación Para Adultos,These ads ran without a disclaimer,279,1
108308317557620,Miztli Méndez Cojapco,These ads ran without a disclaimer,278,2
211726069698597,News,News,278,3
1555922231124914,Central de Noticias Mx,These ads ran without a disclaimer,278,1
114838240059052,CROC Secc. 21 Qro.,These ads ran without a disclaimer,278,1
1376126592413402,Luis Baños,These ads ran without a disclaimer,278,2
115656683617234,Alerta Acuña,These ads ran without a disclaimer,278,3
108586251040159,Jorge Sánchez Reyes,Jose Manuel Torres Escalante,278,3
106228074528483,Tláhuac - Isla Urbana,These ads ran without a disclaimer,277,1
196705420663884,Código Magenta,These ads ran without a disclaimer,277,2
143513225844753,Hugo Rangel Vargas,Hugo Ernesto Rangel Vargas,277,4
